Ref_Date,GEO,Geographical classification,SEX,CAUSES,UNIT,Vector,Coordinate,Value
2005/2007,"Oshawa, Ontario",35532,Both sexes,"Colon, rectum and rectosigmoid junction cancer",Statistically different from reference period five years previous,v79917238,16.1.2.5,0
1996/1998,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917239,16.1.3.1,59.8
1997/1999,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917239,16.1.3.1,59.4
1998/2000,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917239,16.1.3.1,59.2
1999/2001,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917239,16.1.3.1,57
2000/2002,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917239,16.1.3.1,56.8
2001/2003,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917239,16.1.3.1,52.4
2002/2004,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917239,16.1.3.1,50
2003/2005,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917239,16.1.3.1,52.5
2004/2006,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917239,16.1.3.1,53.6
2005/2007,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Cancer incidence,v79917239,16.1.3.1,51.5
1996/1998,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917240,16.1.3.2,54.3
1997/1999,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917240,16.1.3.2,53.9
1998/2000,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917240,16.1.3.2,53.8
1999/2001,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917240,16.1.3.2,51.9
2000/2002,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917240,16.1.3.2,51.8
2001/2003,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917240,16.1.3.2,47.6
2002/2004,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917240,16.1.3.2,45.4
2003/2005,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917240,16.1.3.2,48
2004/2006,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917240,16.1.3.2,49.1
2005/2007,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"Low 95% confidence interval, cancer incidence",v79917240,16.1.3.2,47.2
1996/1998,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917241,16.1.3.3,65.9
1997/1999,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917241,16.1.3.3,65.2
1998/2000,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917241,16.1.3.3,65
1999/2001,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917241,16.1.3.3,62.6
2000/2002,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917241,16.1.3.3,62.3
2001/2003,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917241,16.1.3.3,57.5
2002/2004,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917241,16.1.3.3,54.8
2003/2005,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917241,16.1.3.3,57.4
2004/2006,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917241,16.1.3.3,58.4
2005/2007,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,"High 95% confidence interval, cancer incidence",v79917241,16.1.3.3,56.2
1996/1998,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917242,16.1.3.4,1
1997/1999,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917242,16.1.3.4,1
1998/2000,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917242,16.1.3.4,1
1999/2001,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917242,16.1.3.4,0
2000/2002,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917242,16.1.3.4,0
2001/2003,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917242,16.1.3.4,0
2002/2004,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917242,16.1.3.4,0
2003/2005,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917242,16.1.3.4,0
2004/2006,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917242,16.1.3.4,0
2005/2007,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from total,v79917242,16.1.3.4,0
1996/1998,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917243,16.1.3.5,..
1997/1999,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917243,16.1.3.5,0
1998/2000,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917243,16.1.3.5,0
1999/2001,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917243,16.1.3.5,0
2000/2002,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917243,16.1.3.5,0
2001/2003,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917243,16.1.3.5,0
2002/2004,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917243,16.1.3.5,0
2003/2005,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917243,16.1.3.5,0
2004/2006,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917243,16.1.3.5,0
2005/2007,"Oshawa, Ontario",35532,Both sexes,Bronchus and lung cancer,Statistically different from reference period five years previous,v79917243,16.1.3.5,0
1996/1998,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917244,16.2.1.1,524.2
1997/1999,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917244,16.2.1.1,517.5
1998/2000,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917244,16.2.1.1,534.7
1999/2001,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917244,16.2.1.1,546.8
2000/2002,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917244,16.2.1.1,535.9
2001/2003,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917244,16.2.1.1,515.2
2002/2004,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917244,16.2.1.1,485.5
2003/2005,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917244,16.2.1.1,516.9
2004/2006,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917244,16.2.1.1,514
2005/2007,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Cancer incidence,v79917244,16.2.1.1,503.5
1996/1998,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917245,16.2.1.2,498.9
1997/1999,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917245,16.2.1.2,492.8
1998/2000,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917245,16.2.1.2,510.1
1999/2001,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917245,16.2.1.2,522.6
2000/2002,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917245,16.2.1.2,512.5
2001/2003,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917245,16.2.1.2,492.8
2002/2004,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917245,16.2.1.2,464.4
2003/2005,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917245,16.2.1.2,495.5
2004/2006,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917245,16.2.1.2,493.2
2005/2007,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"Low 95% confidence interval, cancer incidence",v79917245,16.2.1.2,483.4
1996/1998,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917246,16.2.1.3,550.8
1997/1999,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917246,16.2.1.3,543.3
1998/2000,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917246,16.2.1.3,560.3
1999/2001,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917246,16.2.1.3,572.1
2000/2002,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917246,16.2.1.3,560.2
2001/2003,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917246,16.2.1.3,538.4
2002/2004,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917246,16.2.1.3,507.6
2003/2005,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917246,16.2.1.3,539
2004/2006,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917246,16.2.1.3,535.5
2005/2007,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),"High 95% confidence interval, cancer incidence",v79917246,16.2.1.3,524.3
1996/1998,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917247,16.2.1.4,1
1997/1999,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917247,16.2.1.4,1
1998/2000,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917247,16.2.1.4,1
1999/2001,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917247,16.2.1.4,1
2000/2002,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917247,16.2.1.4,1
2001/2003,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917247,16.2.1.4,1
2002/2004,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917247,16.2.1.4,1
2003/2005,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917247,16.2.1.4,1
2004/2006,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917247,16.2.1.4,1
2005/2007,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from total,v79917247,16.2.1.4,1
1996/1998,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917248,16.2.1.5,..
1997/1999,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917248,16.2.1.5,0
1998/2000,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917248,16.2.1.5,0
1999/2001,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917248,16.2.1.5,0
2000/2002,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917248,16.2.1.5,0
2001/2003,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917248,16.2.1.5,0
2002/2004,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917248,16.2.1.5,0
2003/2005,"Oshawa, Ontario",35532,Males,All invasive primary cancer sites (including in situ bladder),Statistically different from reference period five years previous,v79917248,16.2.1.5,1
